Compa No.,Population,Temperature,Generation,Weight,Length,Stage
TANK3.2,HTC5,H,6,0.33,29,Juv
TANK3.2,HTC5,H,6,0.285,28,Juv
TANK3.2,HTC5,H,6,0.273,30,Juv
TANK4.2,LTC2,L,6,0.103,24,Juv
TANK4.2,LTC2,L,6,0.285,27,Juv
TANK4.2,LTC2,L,6,0.19,26,Juv
TANK4.2,LTC2,L,6,0.292,29,Juv
TANK4.2,LTC2,L,6,0.311,31,Juv
TANK4.2,LTC2,L,6,0.273,27,Juv
TANK4.2,LTC2,L,6,0.263,26,Juv
TANK4.2,LTC2,L,6,0.467,32,Juv
TANK4.2,LTC2,L,6,0.237,27,Juv
TANK4.2,LTC2,L,6,0.211,26,Juv
TANK4.2,LTC2,L,6,0.047,17,Juv
TANK4.2,LTC2,L,6,0.072,20,Juv
TANK4.2,LTC2,L,6,0.111,21,Juv
TANK4.2,LTC2,L,6,0.106,20,Juv
TANK4.2,LTC2,L,6,0.123,22,Juv
TANK4.2,LTC2,L,6,0.156,25,Juv
TANK4.2,LTC2,L,6,0.019,10,Juv
TANK4.2,LTC2,L,6,0.162,24,Juv
TANK4.2,LTC2,L,6,0.182,25,Juv
TANK4.2,LTC2,L,6,0.217,28,Juv
TANK5.1,LTC3,L,6,0.291,30,Juv
TANK5.1,LTC3,L,6,0.19,28,Juv
TANK5.1,LTC3,L,6,0.078,20,Juv
TANK5.1,LTC3,L,6,0.446,34,Juv
TANK5.1,LTC3,L,6,0.166,25,Juv
TANK5.1,LTC3,L,6,0.285,28,Juv
TANK5.1,LTC3,L,6,0.253,27,Juv
TANK5.1,LTC3,L,6,0.324,30,Juv
TANK5.1,LTC3,L,6,0.275,30,Juv
TANK5.1,LTC3,L,6,0.122,24,Juv
TANK5.1,LTC3,L,6,0.198,26,Juv
TANK5.1,LTC3,L,6,0.267,30,Juv
TANK5.1,LTC3,L,6,0.21,25,Juv
TANK5.1,LTC3,L,6,0.208,27,Juv
TANK5.1,LTC3,L,6,0.336,28,Juv
TANK5.1,LTC3,L,6,0.116,23,Juv
TANK5.1,LTC3,L,6,0.229,29,Juv
TANK5.1,LTC3,L,6,0.123,22,Juv
TANK5.1,LTC3,L,6,0.273,29,Juv
TANK5.1,LTC3,L,6,0.105,22,Juv
TANK6.3,HTC6,H,6,0.193,26,Juv
TANK6.3,HTC6,H,6,0.276,30,Juv
TANK6.3,HTC6,H,6,0.25,29,Juv
TANK6.3,HTC6,H,6,0.287,30,Juv
TANK6.3,HTC6,H,6,0.4,34,Juv
TANK6.3,HTC6,H,6,0.238,29,Juv
TANK6.3,HTC6,H,6,0.288,30,Juv
TANK6.3,HTC6,H,6,0.191,27,Juv
TANK6.3,HTC6,H,6,0.284,31,Juv
TANK6.3,HTC6,H,6,0.15,24,Juv
TANK6.3,HTC6,H,6,0.183,26,Juv
TANK6.3,HTC6,H,6,0.283,30,Juv
TANK6.3,HTC6,H,6,0.392,35,Juv
TANK6.3,HTC6,H,6,0.408,34,Juv
TANK6.3,HTC6,H,6,0.218,28,Juv
TANK6.3,HTC6,H,6,0.345,33,Juv
TANK6.3,HTC6,H,6,0.174,26,Juv
TANK6.3,HTC6,H,6,0.241,29,Juv
TANK6.3,HTC6,H,6,0.274,31,Juv
TANK6.3,HTC6,H,6,0.331,32,Juv
TANK4.2,LTC2,L,1,0.278,27,Juv
TANK4.2,LTC2,L,1,0.281,26,Juv
TANK4.2,LTC2,L,1,0.22,25,Juv
TANK4.2,LTC2,L,1,0.167,28,Juv
TANK4.2,LTC2,L,1,0.232,26,Juv
TANK4.2,LTC2,L,1,0.216,27,Juv
TANK4.2,LTC2,L,1,0.067,17,Juv
TANK4.2,LTC2,L,1,0.083,20,Juv
TANK4.2,LTC2,L,1,0.112,20,Juv
TANK4.2,LTC2,L,1,0.212,28,Juv
TANK4.2,LTC2,L,1,0.544,33,Juv
TANK4.2,LTC2,L,1,0.146,22,Juv
TANK4.2,LTC2,L,1,0.345,34,Juv
TANK4.2,LTC2,L,1,0.137,25,Juv
TANK4.2,LTC2,L,1,0.034,15,Juv
TANK4.2,LTC2,L,1,0.244,26,Juv
TANK4.2,LTC2,L,1,0.087,9,Juv
TANK4.2,LTC2,L,1,0.097,20,Juv
TANK4.2,LTC2,L,1,0.286,26,Juv
TANK4.2,LTC2,L,1,0.139,22,Juv
TANK6.3,HTC6,H,1,0.189,28,Juv
TANK6.3,HTC6,H,1,0.188,28,Juv
TANK6.3,HTC6,H,1,0.163,26,Juv
TANK6.3,HTC6,H,1,0.312,32,Juv
TANK6.3,HTC6,H,1,0.161,24,Juv
TANK6.3,HTC6,H,1,0.328,30,Juv
TANK6.3,HTC6,H,1,0.342,32,Juv
TANK6.3,HTC6,H,1,0.301,31,Juv
TANK6.3,HTC6,H,1,0.283,29,Juv
TANK6.3,HTC6,H,1,0.302,30,Juv
TANK6.3,HTC6,H,1,0.304,33,Juv
TANK6.3,HTC6,H,1,0.291,31,Juv
TANK6.3,HTC6,H,1,0.39,34,Juv
TANK6.3,HTC6,H,1,0.282,29,Juv
TANK6.3,HTC6,H,1,0.1,21,Juv
TANK6.3,HTC6,H,1,0.253,27,Juv
TANK6.3,HTC6,H,1,0.092,22,Juv
TANK6.3,HTC6,H,1,0.3,31,Juv
TANK6.3,HTC6,H,1,0.221,25,Juv
TANK6.3,HTC6,H,1,0.185,25,Juv
TANK4.2,LTC2,L,2,0.576,35,Juv
TANK4.2,LTC2,L,2,0.418,32,Juv
TANK4.2,LTC2,L,2,0.582,37,Juv
TANK4.2,LTC2,L,2,0.304,31,Juv
TANK4.2,LTC2,L,2,0.516,34,Juv
TANK4.2,LTC2,L,2,0.766,40,Juv
TANK4.2,LTC2,L,2,0.443,35,Juv
TANK4.2,LTC2,L,2,0.293,30,Juv
TANK4.2,LTC2,L,2,0.51,36,Juv
TANK4.2,LTC2,L,2,0.349,31,Juv
TANK4.2,LTC2,L,2,0.26,24,Juv
TANK4.2,LTC2,L,2,0.48,36,Juv
TANK4.2,LTC2,L,2,0.41,33,Juv
TANK4.2,LTC2,L,2,0.298,30,Juv
TANK4.2,LTC2,L,2,0.574,35,Juv
TANK4.2,LTC2,L,2,0.288,30,Juv
TANK4.2,LTC2,L,2,0.677,36,Juv
TANK4.2,LTC2,L,2,0.5,30,Juv
TANK4.2,LTC2,L,2,0.541,35,Juv
TANK4.2,LTC2,L,2,0.296,28,Juv
TANK6.3,HTC6,H,2,0.756,38,Juv
TANK6.3,HTC6,H,2,0.249,27,Juv
TANK6.3,HTC6,H,2,0.611,37,Juv
TANK6.3,HTC6,H,2,0.455,35,Juv
TANK6.3,HTC6,H,2,0.483,33,Juv
TANK6.3,HTC6,H,2,0.482,33,Juv
TANK6.3,HTC6,H,2,0.224,28,Juv
TANK6.3,HTC6,H,2,0.391,33,Juv
TANK6.3,HTC6,H,2,0.212,28,Juv
TANK6.3,HTC6,H,2,0.312,30,Juv
TANK6.3,HTC6,H,2,0.422,32,Juv
TANK6.3,HTC6,H,2,0.361,31,Juv
TANK6.3,HTC6,H,2,0.211,27,Juv
TANK6.3,HTC6,H,2,0.27,30,Juv
TANK6.3,HTC6,H,2,0.371,31,Juv
TANK6.3,HTC6,H,2,0.142,24,Juv
TANK6.3,HTC6,H,2,0.388,30,Juv
TANK6.3,HTC6,H,2,0.168,25,Juv
TANK6.3,HTC6,H,2,0.234,27,Juv
TANK6.3,HTC6,H,2,0.228,25,Juv
TANK4.2,LTC2,L,3,0.327,30,Juv
TANK4.2,LTC2,L,3,0.414,34,Juv
TANK4.2,LTC2,L,3,0.367,32,Juv
TANK4.2,LTC2,L,3,0.16,25,Juv
TANK4.2,LTC2,L,3,0.165,26,Juv
TANK4.2,LTC2,L,3,0.291,29,Juv
TANK4.2,LTC2,L,3,0.153,25,Juv
TANK4.2,LTC2,L,3,0.389,32,Juv
TANK4.2,LTC2,L,3,0.047,17,Juv
TANK4.2,LTC2,L,3,0.138,23,Juv
TANK4.2,LTC2,L,3,0.207,27,Juv
TANK4.2,LTC2,L,3,0.436,34,Juv
TANK4.2,LTC2,L,3,0.444,36,Juv
TANK4.2,LTC2,L,3,0.19,25,Juv
TANK4.2,LTC2,L,3,0.172,24,Juv
TANK4.2,LTC2,L,3,0.138,23,Juv
TANK4.2,LTC2,L,3,0.218,27,Juv
TANK4.2,LTC2,L,3,0.385,32,Juv
TANK4.2,LTC2,L,3,0.218,25,Juv
TANK4.2,LTC2,L,3,0.176,25,Juv
TANK6.3,HTC6,H,3,0.43,35,Juv
TANK6.3,HTC6,H,3,0.25,23,Juv
TANK6.3,HTC6,H,3,0.37,27,Juv
TANK6.3,HTC6,H,3,0.24,25,Juv
TANK6.3,HTC6,H,3,0.04,14,Juv
TANK6.3,HTC6,H,3,0.16,26,Juv
TANK6.3,HTC6,H,3,0.3,23,Juv
TANK6.3,HTC6,H,3,0.14,18,Juv
TANK6.3,HTC6,H,3,0.33,33,Juv
TANK6.3,HTC6,H,3,0.14,24,Juv
TANK6.3,HTC6,H,3,0.38,32,Juv
TANK6.3,HTC6,H,3,0.29,29,Juv
TANK6.3,HTC6,H,3,0.21,26,Juv
TANK6.3,HTC6,H,3,0.19,24,Juv
TANK6.3,HTC6,H,3,0.1,21,Juv
TANK6.3,HTC6,H,3,0.2,23,Juv
TANK6.3,HTC6,H,3,0.05,14,Juv
TANK6.3,HTC6,H,3,0.1,22,Juv
TANK6.3,HTC6,H,3,0.19,22,Juv
TANK6.3,HTC6,H,3,0.02,10,Juv
TANK1.1,HTC4,H,1,1.226,37,Adult
TANK1.1,HTC4,H,1,1.377,43,Adult
TANK1.1,HTC4,H,1,1.218,46,Adult
TANK1.1,HTC4,H,1,0.625,36,Adult
TANK1.1,HTC4,H,1,1.62,47,Adult
TANK1.1,HTC4,H,1,0.735,42,Adult
TANK1.1,HTC4,H,1,1.097,41,Adult
TANK1.1,HTC4,H,1,0.755,39,Adult
TANK1.1,HTC4,H,1,1.281,45,Adult
TANK1.1,HTC4,H,1,0.865,43,Adult
TANK2.1,LTC1,L,1,1.766,45,Adult
TANK2.1,LTC1,L,1,0.869,42,Adult
TANK2.1,LTC1,L,1,1.346,41,Adult
TANK2.1,LTC1,L,1,0.879,40,Adult
TANK2.1,LTC1,L,1,0.507,35,Adult
TANK2.1,LTC1,L,1,1.654,46,Adult
TANK2.1,LTC1,L,1,1.253,43,Adult
TANK2.1,LTC1,L,1,1,47,Adult
TANK2.1,LTC1,L,1,1.13,47,Adult
TANK2.1,LTC1,L,1,1.477,45,Adult
TANK3.2,HTC5,H,1,1.317,46,Adult
TANK3.2,HTC5,H,1,0.821,36,Adult
TANK3.2,HTC5,H,1,0.888,44,Adult
TANK3.2,HTC5,H,1,0.982,43,Adult
TANK3.2,HTC5,H,1,0.78,41,Adult
TANK3.2,HTC5,H,1,0.666,37,Adult
TANK3.2,HTC5,H,1,1.263,42,Adult
TANK3.2,HTC5,H,1,1.311,46,Adult
TANK3.2,HTC5,H,1,1.743,41,Adult
TANK3.2,HTC5,H,1,0.902,41,Adult
TANK5.1,LTC3,L,1,0.612,37,Adult
TANK5.1,LTC3,L,1,0.81,38,Adult
TANK5.1,LTC3,L,1,0.713,39,Adult
TANK5.1,LTC3,L,1,1.117,46,Adult
TANK5.1,LTC3,L,1,1.16,42,Adult
TANK5.1,LTC3,L,1,1.39,45,Adult
TANK5.1,LTC3,L,1,0.79,38,Adult
TANK5.1,LTC3,L,1,1.482,44,Adult
TANK5.1,LTC3,L,1,0.9,36,Adult
TANK5.1,LTC3,L,1,0.945,42,Adult
TANK4.2,LTC2,L,1,1.255,40,Adult
TANK4.2,LTC2,L,1,1.389,43,Adult
TANK4.2,LTC2,L,1,1.332,44,Adult
TANK4.2,LTC2,L,1,0.949,42,Adult
TANK4.2,LTC2,L,1,0.787,39,Adult
TANK4.2,LTC2,L,1,1.046,41,Adult
TANK4.2,LTC2,L,1,0.738,38,Adult
TANK4.2,LTC2,L,1,0.887,39,Adult
TANK4.2,LTC2,L,1,0.962,43,Adult
TANK4.2,LTC2,L,1,1.077,44,Adult
TANK6.3,HTC6,H,1,1.015,45,Adult
TANK6.3,HTC6,H,1,0.784,40,Adult
TANK6.3,HTC6,H,1,0.54,35,Adult
TANK6.3,HTC6,H,1,0.95,42,Adult
TANK6.3,HTC6,H,1,0.865,40,Adult
TANK6.3,HTC6,H,1,1.214,44,Adult
TANK6.3,HTC6,H,1,0.948,41,Adult
TANK6.3,HTC6,H,1,1.258,44,Adult
TANK6.3,HTC6,H,1,0.99,43,Adult
TANK6.3,HTC6,H,1,0.642,40,Adult
TANK1.1,HTC4,H,2,0.833,43,Adult
TANK1.1,HTC4,H,2,0.705,44,Adult
TANK1.1,HTC4,H,2,1.341,46,Adult
TANK1.1,HTC4,H,2,0.773,40,Adult
TANK1.1,HTC4,H,2,1.052,44,Adult
TANK1.1,HTC4,H,2,0.895,39,Adult
TANK1.1,HTC4,H,2,1.084,43,Adult
TANK1.1,HTC4,H,2,0.779,44,Adult
TANK1.1,HTC4,H,2,0.635,41,Adult
TANK1.1,HTC4,H,2,0.921,40,Adult
TANK2.1,LTC1,L,2,1.433,42,Adult
TANK2.1,LTC1,L,2,1.812,50,Adult
TANK2.1,LTC1,L,2,1.252,43,Adult
TANK2.1,LTC1,L,2,0.781,40,Adult
TANK2.1,LTC1,L,2,1.114,47,Adult
TANK2.1,LTC1,L,2,1.719,49,Adult
TANK2.1,LTC1,L,2,1.491,47,Adult
TANK2.1,LTC1,L,2,1.397,47,Adult
TANK2.1,LTC1,L,2,1.731,47,Adult
TANK2.1,LTC1,L,2,1.374,40,Adult
TANK3.2,HTC5,H,2,0.951,42,Adult
TANK3.2,HTC5,H,2,1.918,50,Adult
TANK3.2,HTC5,H,2,1.068,45,Adult
TANK3.2,HTC5,H,2,0.758,40,Adult
TANK3.2,HTC5,H,2,1.106,40,Adult
TANK3.2,HTC5,H,2,1.609,46,Adult
TANK3.2,HTC5,H,2,1.609,45,Adult
TANK3.2,HTC5,H,2,0.782,43,Adult
TANK3.2,HTC5,H,2,1.078,41,Adult
TANK3.2,HTC5,H,2,0.761,44,Adult
TANK5.1,LTC3,L,2,0.974,44,Adult
TANK5.1,LTC3,L,2,0.959,43,Adult
TANK5.1,LTC3,L,2,1.007,41,Adult
TANK5.1,LTC3,L,2,0.752,40,Adult
TANK5.1,LTC3,L,2,1.289,46,Adult
TANK5.1,LTC3,L,2,1.738,46,Adult
TANK5.1,LTC3,L,2,0.89,45,Adult
TANK5.1,LTC3,L,2,2.022,48,Adult
TANK5.1,LTC3,L,2,1.101,42,Adult
TANK5.1,LTC3,L,2,0.706,39,Adult
TANK4.2,LTC2,L,2,2.474,53,Adult
TANK4.2,LTC2,L,2,2.161,45,Adult
TANK4.2,LTC2,L,2,1.032,45,Adult
TANK4.2,LTC2,L,2,1.753,47,Adult
TANK4.2,LTC2,L,2,1.123,46,Adult
TANK4.2,LTC2,L,2,0.923,44,Adult
TANK4.2,LTC2,L,2,0.89,41,Adult
TANK4.2,LTC2,L,2,1.224,43,Adult
TANK4.2,LTC2,L,2,1.108,42,Adult
TANK4.2,LTC2,L,2,0.892,42,Adult
TANK6.3,HTC6,H,2,1.069,41,Adult
TANK6.3,HTC6,H,2,0.52,40,Adult
TANK6.3,HTC6,H,2,1.012,42,Adult
TANK6.3,HTC6,H,2,0.574,36,Adult
TANK6.3,HTC6,H,2,0.619,42,Adult
TANK6.3,HTC6,H,2,0.556,39,Adult
TANK6.3,HTC6,H,2,0.65,40,Adult
TANK6.3,HTC6,H,2,0.373,37,Adult
TANK6.3,HTC6,H,2,0.538,36,Adult
TANK6.3,HTC6,H,2,0.718,42,Adult
TANK1.1,HTC4,H,3,1.569,48,Adult
TANK1.1,HTC4,H,3,0.919,41,Adult
TANK1.1,HTC4,H,3,0.842,42,Adult
TANK1.1,HTC4,H,3,1.315,45,Adult
TANK1.1,HTC4,H,3,0.94,44,Adult
TANK1.1,HTC4,H,3,0.991,42,Adult
TANK1.1,HTC4,H,3,0.698,41,Adult
TANK1.1,HTC4,H,3,0.631,38,Adult
TANK1.1,HTC4,H,3,0.661,40,Adult
TANK1.1,HTC4,H,3,0.888,41,Adult
TANK2.1,LTC1,L,3,0.938,42,Adult
TANK2.1,LTC1,L,3,0.828,41,Adult
TANK2.1,LTC1,L,3,1.935,52,Adult
TANK2.1,LTC1,L,3,1.003,44,Adult
TANK2.1,LTC1,L,3,1.066,43,Adult
TANK2.1,LTC1,L,3,0.896,46,Adult
TANK2.1,LTC1,L,3,0.802,43,Adult
TANK2.1,LTC1,L,3,1.034,42,Adult
TANK2.1,LTC1,L,3,1.119,43,Adult
TANK2.1,LTC1,L,3,1.961,51,Adult
TANK3.2,HTC5,H,3,0.737,42,Adult
TANK3.2,HTC5,H,3,0.619,40,Adult
TANK3.2,HTC5,H,3,0.709,42,Adult
TANK3.2,HTC5,H,3,0.773,43,Adult
TANK3.2,HTC5,H,3,0.716,41,Adult
TANK3.2,HTC5,H,3,0.622,42,Adult
TANK3.2,HTC5,H,3,1.129,41,Adult
TANK3.2,HTC5,H,3,1.326,46,Adult
TANK3.2,HTC5,H,3,1.314,44,Adult
TANK3.2,HTC5,H,3,0.735,42,Adult
TANK5.1,LTC3,L,3,1.531,43,Adult
TANK5.1,LTC3,L,3,1.016,40,Adult
TANK5.1,LTC3,L,3,1.274,45,Adult
TANK5.1,LTC3,L,3,1.018,43,Adult
TANK5.1,LTC3,L,3,0.811,42,Adult
TANK5.1,LTC3,L,3,0.505,36,Adult
TANK5.1,LTC3,L,3,1.057,36,Adult
TANK5.1,LTC3,L,3,1.181,44,Adult
TANK5.1,LTC3,L,3,0.934,43,Adult
TANK5.1,LTC3,L,3,0.998,46,Adult
TANK4.2,LTC2,L,3,0.763,42,Adult
TANK4.2,LTC2,L,3,0.826,42,Adult
TANK4.2,LTC2,L,3,0.649,40,Adult
TANK4.2,LTC2,L,3,1.03,44,Adult
TANK4.2,LTC2,L,3,1.111,44,Adult
TANK4.2,LTC2,L,3,0.83,41,Adult
TANK4.2,LTC2,L,3,0.801,42,Adult
TANK4.2,LTC2,L,3,1.047,44,Adult
TANK4.2,LTC2,L,3,1.213,43,Adult
TANK4.2,LTC2,L,3,0.642,38,Adult
TANK6.3,HTC6,H,3,0.857,42,Adult
TANK6.3,HTC6,H,3,0.641,37,Adult
TANK6.3,HTC6,H,3,1.067,43,Adult
TANK6.3,HTC6,H,3,1.288,45,Adult
TANK6.3,HTC6,H,3,1.137,40,Adult
TANK6.3,HTC6,H,3,0.629,38,Adult
TANK6.3,HTC6,H,3,0.699,43,Adult
TANK6.3,HTC6,H,3,0.654,37,Adult
TANK6.3,HTC6,H,3,0.42,35,Adult
TANK6.3,HTC6,H,3,0.561,39,Adult
TANK1.1,HTC4,H,4,0.921,40,Adult
TANK1.1,HTC4,H,4,0.639,39,Adult
TANK1.1,HTC4,H,4,1.006,41,Adult
TANK1.1,HTC4,H,4,0.631,40,Adult
TANK1.1,HTC4,H,4,0.78,40,Adult
TANK1.1,HTC4,H,4,1.111,44,Adult
TANK1.1,HTC4,H,4,0.585,37,Adult
TANK1.1,HTC4,H,4,0.749,43,Adult
TANK1.1,HTC4,H,4,0.825,41,Adult
TANK1.1,HTC4,H,4,0.58,39,Adult
TANK2.1,LTC1,L,4,1.862,46,Adult
TANK2.1,LTC1,L,4,1.728,50,Adult
TANK2.1,LTC1,L,4,1.491,42,Adult
TANK2.1,LTC1,L,4,0.78,41,Adult
TANK2.1,LTC1,L,4,1.145,41,Adult
TANK2.1,LTC1,L,4,1.321,44,Adult
TANK2.1,LTC1,L,4,1.844,48,Adult
TANK2.1,LTC1,L,4,1.285,43,Adult
TANK2.1,LTC1,L,4,0.721,40,Adult
TANK2.1,LTC1,L,4,1.885,48,Adult
TANK3.2,HTC5,H,4,0.404,33,Adult
TANK3.2,HTC5,H,4,1.206,41,Adult
TANK3.2,HTC5,H,4,1.643,48,Adult
TANK3.2,HTC5,H,4,1.224,44,Adult
TANK3.2,HTC5,H,4,0.687,40,Adult
TANK3.2,HTC5,H,4,0.614,39,Adult
TANK3.2,HTC5,H,4,0.731,39,Adult
TANK3.2,HTC5,H,4,0.607,40,Adult
TANK3.2,HTC5,H,4,0.549,39,Adult
TANK3.2,HTC5,H,4,0.991,42,Adult
TANK4.2,LTC2,L,4,0.985,44,Adult
TANK4.2,LTC2,L,4,0.754,40,Adult
TANK4.2,LTC2,L,4,1.631,44,Adult
TANK4.2,LTC2,L,4,0.781,40,Adult
TANK4.2,LTC2,L,4,0.711,41,Adult
TANK4.2,LTC2,L,4,1.235,44,Adult
TANK4.2,LTC2,L,4,0.856,39,Adult
TANK4.2,LTC2,L,4,0.79,42,Adult
TANK4.2,LTC2,L,4,1.035,45,Adult
TANK4.2,LTC2,L,4,0.803,41,Adult
TANK5.1,LTC3,L,4,1.361,43,Adult
TANK5.1,LTC3,L,4,1.24,41,Adult
TANK5.1,LTC3,L,4,1.264,42,Adult
TANK5.1,LTC3,L,4,1.49,43,Adult
TANK5.1,LTC3,L,4,1.657,45,Adult
TANK5.1,LTC3,L,4,1.237,45,Adult
TANK5.1,LTC3,L,4,1.356,45,Adult
TANK5.1,LTC3,L,4,1.393,44,Adult
TANK5.1,LTC3,L,4,0.798,40,Adult
TANK5.1,LTC3,L,4,0.902,41,Adult
TANK6.3,HTC6,H,4,0.764,42,Adult
TANK6.3,HTC6,H,4,1.345,44,Adult
TANK6.3,HTC6,H,4,1.523,45,Adult
TANK6.3,HTC6,H,4,0.574,40,Adult
TANK6.3,HTC6,H,4,0.774,41,Adult
TANK6.3,HTC6,H,4,0.514,37,Adult
TANK6.3,HTC6,H,4,0.803,43,Adult
TANK6.3,HTC6,H,4,0.63,40,Adult
TANK6.3,HTC6,H,4,1.232,45,Adult
TANK6.3,HTC6,H,4,1.386,45,Adult
TANK1.1,HTC4,H,5,0.621,40,Adult
TANK1.1,HTC4,H,5,0.799,40,Adult
TANK1.1,HTC4,H,5,0.72,41,Adult
TANK1.1,HTC4,H,5,0.62,38,Adult
TANK1.1,HTC4,H,5,0.872,42,Adult
TANK1.1,HTC4,H,5,0.487,35,Adult
TANK1.1,HTC4,H,5,1.125,44,Adult
TANK1.1,HTC4,H,5,0.921,37,Adult
TANK1.1,HTC4,H,5,0.545,37,Adult
TANK1.1,HTC4,H,5,0.624,40,Adult
TANK2.1,LTC1,L,5,1.157,42,Adult
TANK2.1,LTC1,L,5,1.348,44,Adult
TANK2.1,LTC1,L,5,0.7,40,Adult
TANK2.1,LTC1,L,5,0.516,36,Adult
TANK2.1,LTC1,L,5,0.782,38,Adult
TANK2.1,LTC1,L,5,1.056,41,Adult
TANK2.1,LTC1,L,5,1.197,43,Adult
TANK2.1,LTC1,L,5,0.905,42,Adult
TANK2.1,LTC1,L,5,1.788,46,Adult
TANK2.1,LTC1,L,5,1.17,42,Adult
TANK3.2,HTC5,H,5,0.806,41,Adult
TANK3.2,HTC5,H,5,1.177,42,Adult
TANK3.2,HTC5,H,5,1.364,43,Adult
TANK3.2,HTC5,H,5,0.999,41,Adult
TANK3.2,HTC5,H,5,1.261,45,Adult
TANK3.2,HTC5,H,5,1.493,48,Adult
TANK3.2,HTC5,H,5,0.861,44,Adult
TANK3.2,HTC5,H,5,0.592,37,Adult
TANK3.2,HTC5,H,5,0.73,41,Adult
TANK3.2,HTC5,H,5,0.87,41,Adult
TANK4.2,LTC2,L,5,1.015,37,Adult
TANK4.2,LTC2,L,5,0.646,40,Adult
TANK4.2,LTC2,L,5,0.604,36,Adult
TANK4.2,LTC2,L,5,1.55,48,Adult
TANK4.2,LTC2,L,5,0.77,39,Adult
TANK4.2,LTC2,L,5,1.113,40,Adult
TANK4.2,LTC2,L,5,0.976,44,Adult
TANK4.2,LTC2,L,5,1.121,42,Adult
TANK4.2,LTC2,L,5,1.049,39,Adult
TANK4.2,LTC2,L,5,0.844,42,Adult
TANK5.1,LTC3,L,5,0.656,41,Adult
TANK5.1,LTC3,L,5,0.965,42,Adult
TANK5.1,LTC3,L,5,0.666,40,Adult
TANK5.1,LTC3,L,5,1.294,46,Adult
TANK5.1,LTC3,L,5,0.558,35,Adult
TANK5.1,LTC3,L,5,1.097,42,Adult
TANK5.1,LTC3,L,5,0.835,40,Adult
TANK5.1,LTC3,L,5,0.748,39,Adult
TANK5.1,LTC3,L,5,0.9,42,Adult
TANK5.1,LTC3,L,5,0.697,39,Adult
TANK6.3,HTC6,H,5,0.606,40,Adult
TANK6.3,HTC6,H,5,0.991,43,Adult
TANK6.3,HTC6,H,5,0.779,41,Adult
TANK6.3,HTC6,H,5,0.664,40,Adult
TANK6.3,HTC6,H,5,1.264,41,Adult
TANK6.3,HTC6,H,5,0.987,40,Adult
TANK6.3,HTC6,H,5,0.527,39,Adult
TANK6.3,HTC6,H,5,0.638,38,Adult
TANK6.3,HTC6,H,5,0.75,42,Adult
TANK6.3,HTC6,H,5,0.655,41,Adult
TANK1.1,HTC4,H,6,0.645,40,Adult
TANK1.1,HTC4,H,6,0.564,40,Adult
TANK1.1,HTC4,H,6,0.66,41,Adult
TANK1.1,HTC4,H,6,1.1,43,Adult
TANK1.1,HTC4,H,6,0.559,35,Adult
TANK1.1,HTC4,H,6,0.695,39,Adult
TANK1.1,HTC4,H,6,0.566,39,Adult
TANK1.1,HTC4,H,6,0.778,39,Adult
TANK1.1,HTC4,H,6,1.206,48,Adult
TANK1.1,HTC4,H,6,0.302,35,Adult
TANK2.1,LTC1,L,6,1.382,44,Adult
TANK2.1,LTC1,L,6,0.928,43,Adult
TANK2.1,LTC1,L,6,1.104,44,Adult
TANK2.1,LTC1,L,6,1.091,47,Adult
TANK2.1,LTC1,L,6,1.947,47,Adult
TANK2.1,LTC1,L,6,1.175,43,Adult
TANK2.1,LTC1,L,6,0.927,42,Adult
TANK2.1,LTC1,L,6,1.084,43,Adult
TANK2.1,LTC1,L,6,1.394,47,Adult
TANK2.1,LTC1,L,6,0.757,41,Adult
TANK3.2,HTC5,H,6,0.683,39,Adult
TANK3.2,HTC5,H,6,0.608,39,Adult
TANK3.2,HTC5,H,6,0.822,44,Adult
TANK3.2,HTC5,H,6,0.947,39,Adult
TANK3.2,HTC5,H,6,1.622,46,Adult
TANK3.2,HTC5,H,6,0.747,40,Adult
TANK3.2,HTC5,H,6,1.235,45,Adult
TANK3.2,HTC5,H,6,1.281,41,Adult
TANK3.2,HTC5,H,6,0.941,39,Adult
TANK3.2,HTC5,H,6,1.918,52,Adult
TANK4.2,LTC2,L,6,0.767,38,Adult
TANK4.2,LTC2,L,6,1.306,40,Adult
TANK4.2,LTC2,L,6,0.715,39,Adult
TANK4.2,LTC2,L,6,0.695,36,Adult
TANK4.2,LTC2,L,6,0.714,41,Adult
TANK4.2,LTC2,L,6,0.761,41,Adult
TANK4.2,LTC2,L,6,0.752,40,Adult
TANK4.2,LTC2,L,6,0.762,40,Adult
TANK4.2,LTC2,L,6,1.252,44,Adult
TANK4.2,LTC2,L,6,0.865,41,Adult
TANK5.1,LTC3,L,6,0.881,43,Adult
TANK5.1,LTC3,L,6,0.613,39,Adult
TANK5.1,LTC3,L,6,0.832,43,Adult
TANK5.1,LTC3,L,6,0.959,44,Adult
TANK5.1,LTC3,L,6,1.004,44,Adult
TANK5.1,LTC3,L,6,1.424,46,Adult
TANK5.1,LTC3,L,6,0.9,42,Adult
TANK5.1,LTC3,L,6,0.676,38,Adult
TANK5.1,LTC3,L,6,0.841,41,Adult
TANK5.1,LTC3,L,6,1.098,40,Adult
TANK6.3,HTC6,H,6,0.728,41,Adult
TANK6.3,HTC6,H,6,0.836,43,Adult
TANK6.3,HTC6,H,6,0.688,40,Adult
TANK6.3,HTC6,H,6,0.721,41,Adult
